datetime,city,state,latitude,longitude,aqi,temp,humidity,PM2.5,PM10,NO2,OZONE,CO,SO2,NH3
2025-08-10 10:22:07,Hyderabad,Telangana,17.385,78.4867,56,35.1,45.4,48.4,59.6,18.6,12.4,4.8,7.7,4.2
2025-08-10 11:22:07,Hyderabad,Telangana,17.385,78.4867,61,31.1,46.9,47.2,85.8,14.1,15.2,4.9,10.9,8.1
2025-08-10 12:22:07,Hyderabad,Telangana,17.385,78.4867,46,29.0,48.9,33.7,50.5,10.5,11.1,4.6,9.7,5.1
2025-08-10 13:22:07,Hyderabad,Telangana,17.385,78.4867,34,28.9,46.9,18.8,34.4,12.6,7.1,3.8,2.3,3.4
2025-08-10 14:22:07,Hyderabad,Telangana,17.385,78.4867,48,26.7,65.2,33.4,48.4,10.2,9.0,6.7,5.7,3.9
2025-08-10 15:22:07,Hyderabad,Telangana,17.385,78.4867,35,22.3,73.3,32.7,47.6,6.6,6.0,1.9,3.0,1.8
2025-08-10 16:22:07,Hyderabad,Telangana,17.385,78.4867,48,19.8,76.6,43.7,52.8,17.6,8.6,6.2,10.0,5.7
2025-08-10 17:22:07,Hyderabad,Telangana,17.385,78.4867,20,19.9,80.4,23.1,38.3,6.0,2.7,2.4,2.9,3.0
2025-08-10 18:22:07,Hyderabad,Telangana,17.385,78.4867,40,18.0,68.8,28.5,44.7,11.2,8.1,2.3,5.3,3.2
2025-08-10 19:22:07,Hyderabad,Telangana,17.385,78.4867,20,14.0,71.6,18.6,28.4,5.7,5.5,2.8,5.9,2.0
2025-08-10 20:22:07,Hyderabad,Telangana,17.385,78.4867,20,13.9,73.3,10.0,23.0,6.4,4.1,3.2,1.0,2.2
2025-08-10 21:22:07,Hyderabad,Telangana,17.385,78.4867,47,18.1,88.1,33.6,45.1,9.6,11.0,5.0,5.3,2.8
2025-08-10 22:22:07,Hyderabad,Telangana,17.385,78.4867,20,15.9,71.1,10.0,27.8,6.0,6.3,1.0,2.7,1.7
2025-08-10 23:22:07,Hyderabad,Telangana,17.385,78.4867,44,15.7,79.9,27.4,49.1,18.1,6.7,5.3,6.7,4.3
2025-08-11 00:22:07,Hyderabad,Telangana,17.385,78.4867,20,20.2,68.3,16.7,29.7,8.6,2.8,1.0,1.6,2.8
2025-08-11 01:22:07,Hyderabad,Telangana,17.385,78.4867,23,23.2,59.0,16.9,20.0,11.1,6.0,1.0,1.0,1.1
2025-08-11 02:22:07,Hyderabad,Telangana,17.385,78.4867,67,27.5,66.4,51.0,65.7,16.8,13.2,7.1,9.1,7.9
2025-08-11 03:22:07,Hyderabad,Telangana,17.385,78.4867,66,28.5,49.2,53.4,76.7,16.8,16.1,8.1,7.8,7.7
2025-08-11 04:22:07,Hyderabad,Telangana,17.385,78.4867,78,30.7,47.9,63.7,105.7,23.9,13.8,9.5,13.2,8.6
2025-08-11 05:22:07,Hyderabad,Telangana,17.385,78.4867,39,32.3,45.8,30.5,54.3,11.6,6.2,5.7,5.5,2.9
2025-08-11 06:22:07,Hyderabad,Telangana,17.385,78.4867,40,32.4,43.2,27.6,56.7,11.8,10.0,4.5,8.1,5.2
2025-08-11 07:22:07,Hyderabad,Telangana,17.385,78.4867,65,35.7,37.2,56.1,77.6,17.5,13.3,4.9,7.2,5.2
2025-08-11 08:22:07,Hyderabad,Telangana,17.385,78.4867,56,32.7,30.3,52.3,70.2,20.4,9.5,6.1,11.1,3.8
2025-08-11 09:22:07,Hyderabad,Telangana,17.385,78.4867,67,34.8,43.8,57.3,69.2,15.6,15.3,7.8,12.7,8.4
2025-08-11 10:22:07,Hyderabad,Telangana,17.385,78.4867,42,34.9,38.1,24.8,36.8,13.1,7.4,3.9,7.4,2.8
2025-08-11 11:22:07,Hyderabad,Telangana,17.385,78.4867,70,33.1,36.1,59.7,73.2,25.4,13.4,5.3,11.5,9.0
2025-08-11 12:22:07,Hyderabad,Telangana,17.385,78.4867,68,28.6,46.1,53.0,92.2,20.2,13.0,6.0,8.8,7.8
2025-08-11 13:22:07,Hyderabad,Telangana,17.385,78.4867,47,28.0,61.3,40.5,50.2,10.1,7.0,4.8,4.8,6.2
2025-08-11 14:22:07,Hyderabad,Telangana,17.385,78.4867,31,27.8,57.8,19.5,32.9,12.5,8.3,2.3,5.3,3.1
2025-08-11 15:22:07,Hyderabad,Telangana,17.385,78.4867,34,22.8,57.1,33.9,40.8,12.7,5.7,5.1,6.9,2.8
2025-08-11 16:22:07,Hyderabad,Telangana,17.385,78.4867,47,17.8,79.1,33.3,57.5,17.3,9.9,4.6,9.0,3.0
2025-08-11 17:22:07,Hyderabad,Telangana,17.385,78.4867,32,15.9,73.1,16.2,30.9,12.1,8.0,5.0,4.5,3.3
2025-08-11 18:22:07,Hyderabad,Telangana,17.385,78.4867,46,14.8,68.5,27.6,70.1,10.1,9.7,3.9,5.3,5.9
2025-08-11 19:22:07,Hyderabad,Telangana,17.385,78.4867,20,17.8,80.6,10.0,20.0,5.0,2.6,2.2,1.0,4.0
2025-08-11 20:22:07,Hyderabad,Telangana,17.385,78.4867,31,15.4,77.6,24.5,45.4,13.0,4.2,1.9,4.2,2.4
2025-08-11 21:22:07,Hyderabad,Telangana,17.385,78.4867,20,17.5,82.3,22.8,20.0,5.0,3.5,1.9,1.9,1.0
2025-08-11 22:22:07,Hyderabad,Telangana,17.385,78.4867,40,15.9,72.2,32.0,40.1,10.5,10.0,2.1,3.9,3.3
2025-08-11 23:22:07,Hyderabad,Telangana,17.385,78.4867,25,15.7,74.0,22.1,20.0,5.0,7.8,1.2,6.4,1.5
2025-08-12 00:22:07,Hyderabad,Telangana,17.385,78.4867,63,21.6,74.6,48.4,77.3,23.1,10.3,5.4,10.6,5.6
2025-08-12 01:22:07,Hyderabad,Telangana,17.385,78.4867,33,24.7,56.2,31.6,34.0,7.5,4.3,2.8,4.5,4.6
2025-08-12 02:22:07,Hyderabad,Telangana,17.385,78.4867,27,23.1,55.2,19.8,35.5,8.2,3.3,1.3,5.6,2.4
2025-08-12 03:22:07,Hyderabad,Telangana,17.385,78.4867,29,27.9,60.2,23.0,22.9,5.2,6.1,1.5,4.9,2.6
2025-08-12 04:22:07,Hyderabad,Telangana,17.385,78.4867,54,28.9,58.5,33.4,50.4,11.7,10.1,6.2,10.4,5.1
2025-08-12 05:22:07,Hyderabad,Telangana,17.385,78.4867,52,31.0,49.8,47.6,75.2,18.4,8.2,4.5,6.9,5.4
2025-08-12 06:22:07,Hyderabad,Telangana,17.385,78.4867,59,33.0,40.5,55.9,63.3,12.8,13.3,7.4,10.8,6.0
2025-08-12 07:22:07,Hyderabad,Telangana,17.385,78.4867,66,36.6,31.7,47.5,79.9,20.3,15.3,4.7,10.8,6.6
2025-08-12 08:22:07,Hyderabad,Telangana,17.385,78.4867,83,33.8,42.1,66.2,92.5,22.0,15.2,8.2,11.5,10.0
2025-08-12 09:22:07,Hyderabad,Telangana,17.385,78.4867,87,32.3,35.8,69.1,106.6,24.2,20.4,8.4,14.1,8.0
2025-08-12 10:22:07,Hyderabad,Telangana,17.385,78.4867,60,34.4,41.2,52.4,80.2,17.4,14.1,5.7,9.7,5.3
2025-08-12 11:22:07,Hyderabad,Telangana,17.385,78.4867,85,34.5,37.0,63.4,110.2,24.5,18.9,8.0,12.1,8.9
2025-08-12 12:22:07,Hyderabad,Telangana,17.385,78.4867,38,27.9,51.0,39.2,59.0,11.8,5.8,2.0,3.3,2.7
2025-08-12 13:22:07,Hyderabad,Telangana,17.385,78.4867,48,25.8,59.7,40.4,62.9,11.9,8.6,4.9,7.0,5.7
2025-08-12 14:22:07,Hyderabad,Telangana,17.385,78.4867,69,24.7,53.7,60.2,69.2,19.7,16.4,5.4,12.3,8.8
2025-08-12 15:22:07,Hyderabad,Telangana,17.385,78.4867,52,22.4,74.6,42.9,61.8,12.3,12.6,5.6,8.5,3.7
2025-08-12 16:22:07,Hyderabad,Telangana,17.385,78.4867,51,18.5,65.9,50.4,60.3,17.8,7.2,5.6,5.7,4.0
2025-08-12 17:22:07,Hyderabad,Telangana,17.385,78.4867,54,16.4,64.5,33.4,56.9,12.4,12.7,4.0,5.2,3.6
2025-08-12 18:22:07,Hyderabad,Telangana,17.385,78.4867,58,13.9,87.3,55.8,56.8,22.4,14.0,7.7,6.6,3.8
2025-08-12 19:22:07,Hyderabad,Telangana,17.385,78.4867,20,14.9,82.0,16.9,20.0,5.0,2.1,3.2,2.2,1.0
2025-08-12 20:22:07,Hyderabad,Telangana,17.385,78.4867,40,15.7,85.2,27.5,50.9,11.4,10.2,2.6,6.9,5.4
2025-08-12 21:22:07,Hyderabad,Telangana,17.385,78.4867,20,17.2,79.7,22.8,20.0,5.0,5.7,1.0,1.5,1.1
2025-08-12 22:22:07,Hyderabad,Telangana,17.385,78.4867,20,16.1,74.6,25.5,20.0,5.0,6.5,1.4,1.0,3.5
2025-08-12 23:22:07,Hyderabad,Telangana,17.385,78.4867,38,18.1,78.3,23.2,57.4,14.0,7.7,4.2,5.3,2.9
2025-08-13 00:22:07,Hyderabad,Telangana,17.385,78.4867,54,17.4,76.1,35.9,77.1,12.4,8.1,5.6,8.5,4.3
2025-08-13 01:22:07,Hyderabad,Telangana,17.385,78.4867,59,20.2,60.6,47.4,76.6,16.1,12.3,7.8,10.0,7.1
2025-08-13 02:22:07,Hyderabad,Telangana,17.385,78.4867,31,27.6,67.1,20.8,39.9,6.0,7.8,2.1,7.3,4.3
2025-08-13 03:22:07,Hyderabad,Telangana,17.385,78.4867,52,29.2,45.7,49.4,64.8,18.6,9.9,3.8,6.8,3.4
2025-08-13 04:22:07,Hyderabad,Telangana,17.385,78.4867,38,28.3,56.5,39.2,35.2,16.1,8.8,2.4,3.7,2.0
2025-08-13 05:22:07,Hyderabad,Telangana,17.385,78.4867,86,29.2,37.5,74.9,101.9,28.1,18.1,7.8,14.4,7.5
2025-08-13 06:22:07,Hyderabad,Telangana,17.385,78.4867,73,33.8,44.6,58.4,96.0,18.0,13.2,8.0,8.0,5.8
2025-08-13 07:22:07,Hyderabad,Telangana,17.385,78.4867,46,33.3,39.7,38.3,60.2,9.4,8.7,6.3,8.6,4.8
2025-08-13 08:22:07,Hyderabad,Telangana,17.385,78.4867,73,37.2,35.8,52.5,100.7,23.7,13.9,8.2,12.6,7.9
2025-08-13 09:22:07,Hyderabad,Telangana,17.385,78.4867,71,34.4,38.5,61.4,97.2,21.1,13.2,6.7,10.7,8.1
2025-08-13 10:22:07,Hyderabad,Telangana,17.385,78.4867,71,35.7,39.6,50.3,75.9,16.9,15.4,6.5,13.4,5.9
2025-08-13 11:22:07,Hyderabad,Telangana,17.385,78.4867,63,32.1,39.5,53.2,61.4,16.8,10.2,7.5,10.5,4.4
2025-08-13 12:22:07,Hyderabad,Telangana,17.385,78.4867,41,28.0,46.6,37.7,47.4,8.6,9.7,2.2,4.9,3.8
2025-08-13 13:22:07,Hyderabad,Telangana,17.385,78.4867,30,25.3,47.5,16.4,46.0,6.9,4.2,4.6,6.9,3.2
2025-08-13 14:22:07,Hyderabad,Telangana,17.385,78.4867,69,22.5,55.4,60.7,70.3,17.5,14.5,5.4,7.7,5.5
2025-08-13 15:22:07,Hyderabad,Telangana,17.385,78.4867,20,23.9,63.0,17.0,27.6,10.1,2.0,3.3,3.0,2.6
2025-08-13 16:22:07,Hyderabad,Telangana,17.385,78.4867,32,22.4,67.7,18.7,40.9,6.8,9.1,1.2,7.2,4.1
2025-08-13 17:22:07,Hyderabad,Telangana,17.385,78.4867,50,16.7,65.8,48.8,54.2,12.7,8.9,4.7,5.0,6.7
2025-08-13 18:22:07,Hyderabad,Telangana,17.385,78.4867,36,19.0,72.2,28.6,55.2,15.3,6.0,1.8,5.7,1.9
2025-08-13 19:22:07,Hyderabad,Telangana,17.385,78.4867,37,12.5,89.0,20.1,29.5,10.7,4.8,2.6,5.2,2.2
2025-08-13 20:22:07,Hyderabad,Telangana,17.385,78.4867,35,16.2,81.6,25.3,46.7,13.1,8.5,1.8,4.6,2.7
2025-08-13 21:22:07,Hyderabad,Telangana,17.385,78.4867,20,13.2,77.5,10.0,36.5,8.6,6.7,1.0,4.9,3.1
2025-08-13 22:22:07,Hyderabad,Telangana,17.385,78.4867,46,17.6,67.6,46.2,42.4,15.1,11.4,5.0,4.5,6.4
2025-08-13 23:22:07,Hyderabad,Telangana,17.385,78.4867,38,17.5,73.8,32.4,52.5,11.1,10.2,5.8,6.3,4.9
2025-08-14 00:22:07,Hyderabad,Telangana,17.385,78.4867,59,21.1,68.6,39.4,75.8,22.4,11.8,5.0,7.7,4.0
2025-08-14 01:22:07,Hyderabad,Telangana,17.385,78.4867,20,23.6,73.6,15.7,20.0,8.1,1.4,3.3,4.4,3.7
2025-08-14 02:22:07,Hyderabad,Telangana,17.385,78.4867,50,24.4,60.4,35.5,64.6,15.0,10.3,3.3,7.4,3.5
2025-08-14 03:22:07,Hyderabad,Telangana,17.385,78.4867,50,29.7,56.8,39.3,63.1,11.0,9.5,4.7,6.2,6.8
2025-08-14 04:22:07,Hyderabad,Telangana,17.385,78.4867,76,27.5,47.2,61.2,95.0,19.9,13.9,6.2,12.6,6.1
2025-08-14 05:22:07,Hyderabad,Telangana,17.385,78.4867,44,30.6,55.4,41.1,57.3,8.3,5.8,5.9,5.3,2.7
2025-08-14 06:22:07,Hyderabad,Telangana,17.385,78.4867,59,35.5,40.6,57.0,77.6,19.3,13.6,6.9,11.6,5.5
2025-08-14 07:22:07,Hyderabad,Telangana,17.385,78.4867,70,33.6,49.4,46.6,79.8,25.3,11.6,7.7,11.5,5.7
2025-08-14 08:22:07,Hyderabad,Telangana,17.385,78.4867,90,32.6,43.6,69.0,104.7,23.2,20.7,9.7,14.3,10.9
2025-08-14 09:22:07,Hyderabad,Telangana,17.385,78.4867,53,33.3,34.3,51.1,56.3,19.5,13.5,7.0,8.2,5.2
2025-08-14 10:22:07,Hyderabad,Telangana,17.385,78.4867,87,33.8,35.9,69.6,94.5,28.8,16.4,7.9,10.3,6.9
2025-08-14 11:22:07,Hyderabad,Telangana,17.385,78.4867,63,31.6,43.9,57.1,74.4,19.5,11.0,4.7,9.0,5.8
2025-08-14 12:22:07,Hyderabad,Telangana,17.385,78.4867,37,32.2,59.1,36.2,44.1,11.9,4.7,2.4,5.2,5.5
2025-08-14 13:22:07,Hyderabad,Telangana,17.385,78.4867,55,29.8,59.1,53.1,63.7,15.6,12.5,6.2,7.5,5.7
2025-08-14 14:22:07,Hyderabad,Telangana,17.385,78.4867,53,22.7,66.3,50.1,71.9,20.6,7.9,5.0,9.9,6.3
2025-08-14 15:22:07,Hyderabad,Telangana,17.385,78.4867,20,22.1,66.7,16.0,30.7,9.2,5.0,2.4,4.8,1.0
2025-08-14 16:22:07,Hyderabad,Telangana,17.385,78.4867,30,22.5,79.6,18.5,38.9,6.2,8.7,2.1,5.6,4.7
2025-08-14 17:22:07,Hyderabad,Telangana,17.385,78.4867,51,16.8,77.3,42.3,58.1,10.8,8.8,4.4,7.8,3.5
2025-08-14 18:22:07,Hyderabad,Telangana,17.385,78.4867,20,18.4,67.7,25.3,20.0,5.1,5.5,3.7,3.3,2.4
2025-08-14 19:22:07,Hyderabad,Telangana,17.385,78.4867,39,14.9,85.9,36.1,47.7,16.7,9.0,2.9,3.7,3.7
2025-08-14 20:22:07,Hyderabad,Telangana,17.385,78.4867,38,17.4,77.2,23.0,43.3,14.8,10.0,3.7,6.1,5.0
2025-08-14 21:22:07,Hyderabad,Telangana,17.385,78.4867,20,17.1,88.5,16.6,20.0,5.5,5.4,3.1,1.1,1.2
2025-08-14 22:22:07,Hyderabad,Telangana,17.385,78.4867,25,17.0,78.9,17.9,23.7,9.5,2.3,2.4,2.3,4.1
2025-08-14 23:22:07,Hyderabad,Telangana,17.385,78.4867,43,20.7,64.7,36.6,44.4,9.1,11.5,5.0,6.7,5.5
2025-08-15 00:22:07,Hyderabad,Telangana,17.385,78.4867,49,21.0,64.8,41.9,52.1,16.6,12.5,4.9,5.7,5.7
2025-08-15 01:22:07,Hyderabad,Telangana,17.385,78.4867,44,23.7,65.0,33.9,55.4,12.4,9.4,6.3,6.3,3.5
2025-08-15 02:22:07,Hyderabad,Telangana,17.385,78.4867,41,22.3,53.2,36.0,37.6,16.8,6.5,3.7,3.7,2.4
2025-08-15 03:22:07,Hyderabad,Telangana,17.385,78.4867,33,30.2,54.4,29.3,47.4,6.0,6.2,2.1,2.8,4.1
2025-08-15 04:22:07,Hyderabad,Telangana,17.385,78.4867,74,28.1,46.5,60.7,73.9,20.7,13.0,9.3,13.2,8.4
2025-08-15 05:22:07,Hyderabad,Telangana,17.385,78.4867,82,31.8,38.6,59.3,93.4,23.5,14.1,8.5,10.9,7.6
2025-08-15 06:22:07,Hyderabad,Telangana,17.385,78.4867,40,32.6,34.0,33.7,47.5,9.3,6.2,2.2,3.4,3.9
2025-08-15 07:22:07,Hyderabad,Telangana,17.385,78.4867,43,35.1,42.4,25.1,66.5,15.1,6.7,4.8,3.5,4.0
2025-08-15 08:22:07,Hyderabad,Telangana,17.385,78.4867,45,32.7,41.2,30.5,43.6,9.8,9.3,5.9,9.5,6.1
2025-08-15 09:22:07,Hyderabad,Telangana,17.385,78.4867,60,35.8,39.9,53.7,72.3,16.1,9.7,4.7,10.7,4.7
2025-08-15 10:22:07,Hyderabad,Telangana,17.385,78.4867,64,36.2,35.4,46.8,77.3,17.5,14.9,7.5,9.0,7.9
2025-08-15 11:22:07,Hyderabad,Telangana,17.385,78.4867,77,34.2,44.5,64.6,83.2,26.8,15.5,6.1,10.7,8.3
2025-08-15 12:22:07,Hyderabad,Telangana,17.385,78.4867,60,28.9,53.6,50.9,78.9,14.6,12.8,4.2,9.2,4.5
2025-08-15 13:22:07,Hyderabad,Telangana,17.385,78.4867,31,25.1,53.4,28.9,28.3,5.4,5.8,3.6,2.9,4.7
2025-08-15 14:22:07,Hyderabad,Telangana,17.385,78.4867,62,22.8,58.6,56.4,74.8,14.3,11.0,7.4,10.0,6.2
2025-08-15 15:22:07,Hyderabad,Telangana,17.385,78.4867,52,23.0,71.6,34.4,65.8,15.0,8.6,6.3,9.9,3.5
2025-08-15 16:22:07,Hyderabad,Telangana,17.385,78.4867,54,22.5,75.3,35.6,57.8,16.8,12.4,6.1,10.3,4.1
2025-08-15 17:22:07,Hyderabad,Telangana,17.385,78.4867,21,19.7,67.1,23.6,34.9,5.7,2.3,2.5,4.9,1.5
2025-08-15 18:22:07,Hyderabad,Telangana,17.385,78.4867,52,13.5,74.5,42.3,51.6,17.9,7.6,3.5,8.5,3.8
2025-08-15 19:22:07,Hyderabad,Telangana,17.385,78.4867,43,12.9,81.6,30.6,66.0,11.0,8.0,5.5,7.8,4.3
2025-08-15 20:22:07,Hyderabad,Telangana,17.385,78.4867,27,13.0,76.1,26.6,29.9,10.3,6.3,2.9,2.6,2.7
2025-08-15 21:22:07,Hyderabad,Telangana,17.385,78.4867,20,16.8,79.1,25.1,23.1,7.7,4.7,1.2,4.6,2.1
2025-08-15 22:22:07,Hyderabad,Telangana,17.385,78.4867,49,15.4,67.4,42.2,48.8,17.4,7.5,3.7,5.5,5.8
2025-08-15 23:22:07,Hyderabad,Telangana,17.385,78.4867,33,18.4,70.9,35.0,46.8,11.1,4.6,4.0,6.9,1.6
2025-08-16 00:22:07,Hyderabad,Telangana,17.385,78.4867,26,19.1,71.4,28.5,25.6,7.8,8.0,3.7,5.1,1.0
2025-08-16 01:22:07,Hyderabad,Telangana,17.385,78.4867,59,21.6,58.4,46.4,77.9,17.6,13.5,5.7,7.0,7.0
2025-08-16 02:22:07,Hyderabad,Telangana,17.385,78.4867,54,24.7,52.6,45.3,59.6,11.5,9.3,6.3,5.5,4.0
2025-08-16 03:22:07,Hyderabad,Telangana,17.385,78.4867,53,26.0,56.5,32.7,64.8,12.7,11.2,4.1,5.3,3.9
2025-08-16 04:22:07,Hyderabad,Telangana,17.385,78.4867,77,30.3,40.1,57.0,92.8,20.6,18.0,6.2,8.7,8.8
2025-08-16 05:22:07,Hyderabad,Telangana,17.385,78.4867,62,31.0,54.7,48.7,71.4,18.8,13.0,5.3,8.0,4.3
2025-08-16 06:22:07,Hyderabad,Telangana,17.385,78.4867,81,31.8,37.0,62.5,101.4,24.5,16.0,8.8,13.1,8.3
2025-08-16 07:22:07,Hyderabad,Telangana,17.385,78.4867,51,32.3,40.9,38.6,64.5,13.6,10.6,3.2,5.0,4.2
2025-08-16 08:22:07,Hyderabad,Telangana,17.385,78.4867,74,33.2,42.8,60.5,89.9,22.1,14.1,5.5,11.7,7.3
2025-08-16 09:22:07,Hyderabad,Telangana,17.385,78.4867,44,36.7,45.9,41.9,56.0,12.4,11.4,5.8,4.1,4.4
2025-08-16 10:22:07,Hyderabad,Telangana,17.385,78.4867,66,31.5,44.9,60.3,80.0,18.9,12.7,5.6,10.2,7.4
2025-08-16 11:22:07,Hyderabad,Telangana,17.385,78.4867,51,32.3,41.9,36.1,50.5,14.4,8.6,5.2,5.7,4.9
2025-08-16 12:22:07,Hyderabad,Telangana,17.385,78.4867,50,30.1,51.1,44.4,54.0,14.2,12.2,4.1,7.4,6.7
2025-08-16 13:22:07,Hyderabad,Telangana,17.385,78.4867,49,30.4,62.8,34.8,72.0,16.4,9.4,3.4,7.5,5.3
2025-08-16 14:22:07,Hyderabad,Telangana,17.385,78.4867,47,27.3,64.9,29.6,45.8,16.5,6.5,4.5,5.7,6.3
2025-08-16 15:22:07,Hyderabad,Telangana,17.385,78.4867,46,21.4,64.3,35.3,49.9,15.7,7.2,6.2,7.2,2.6
2025-08-16 16:22:07,Hyderabad,Telangana,17.385,78.4867,20,21.4,63.1,17.5,36.4,6.1,1.4,2.8,4.2,2.7
2025-08-16 17:22:07,Hyderabad,Telangana,17.385,78.4867,60,19.4,73.5,43.9,57.6,16.6,9.5,6.3,11.2,6.3
2025-08-16 18:22:07,Hyderabad,Telangana,17.385,78.4867,20,17.9,74.5,12.9,25.5,8.2,1.5,3.8,5.7,1.0
2025-08-16 19:22:07,Hyderabad,Telangana,17.385,78.4867,20,13.8,84.7,13.8,27.6,6.0,2.5,1.3,2.8,3.3
2025-08-16 20:22:07,Hyderabad,Telangana,17.385,78.4867,54,17.3,83.1,40.1,71.9,19.7,9.2,3.9,7.1,6.4
2025-08-16 21:22:07,Hyderabad,Telangana,17.385,78.4867,20,15.9,77.7,11.1,36.2,5.0,4.9,1.0,5.4,4.0
2025-08-16 22:22:07,Hyderabad,Telangana,17.385,78.4867,47,14.5,82.4,30.5,48.1,13.9,9.9,5.5,8.2,6.2
2025-08-16 23:22:07,Hyderabad,Telangana,17.385,78.4867,46,17.5,72.4,29.5,43.9,11.6,9.2,3.2,6.1,4.3
2025-08-17 00:22:07,Hyderabad,Telangana,17.385,78.4867,29,20.9,76.0,23.9,42.5,5.0,5.0,2.1,1.5,3.5
2025-08-17 01:22:07,Hyderabad,Telangana,17.385,78.4867,60,23.9,60.4,41.4,70.8,21.6,9.9,4.4,7.0,6.3
2025-08-17 02:22:07,Hyderabad,Telangana,17.385,78.4867,35,24.3,65.5,21.3,47.4,7.1,4.3,2.3,6.1,2.8
2025-08-17 03:22:07,Hyderabad,Telangana,17.385,78.4867,39,29.4,62.6,36.8,58.9,12.4,10.2,5.3,3.1,2.2
2025-08-17 04:22:07,Hyderabad,Telangana,17.385,78.4867,44,28.8,50.0,26.3,59.0,17.7,11.6,5.4,6.6,2.7
2025-08-17 05:22:07,Hyderabad,Telangana,17.385,78.4867,69,33.2,50.0,58.1,81.8,23.2,16.6,5.3,10.2,5.8
2025-08-17 06:22:07,Hyderabad,Telangana,17.385,78.4867,45,34.4,36.9,42.5,57.2,9.2,11.9,3.9,7.4,2.5
2025-08-17 07:22:07,Hyderabad,Telangana,17.385,78.4867,51,31.8,48.4,43.2,75.7,12.4,12.5,6.3,5.2,3.7
2025-08-17 08:22:07,Hyderabad,Telangana,17.385,78.4867,53,33.5,44.6,41.1,51.0,13.5,11.1,4.0,5.8,6.0
2025-08-17 09:22:07,Hyderabad,Telangana,17.385,78.4867,47,36.7,39.1,38.0,50.2,15.9,10.1,4.5,8.1,4.3
2025-08-17 10:22:07,Hyderabad,Telangana,17.385,78.4867,43,34.9,48.1,33.7,57.4,12.9,8.3,6.3,6.3,3.4
2025-08-17 11:22:07,Hyderabad,Telangana,17.385,78.4867,47,30.9,43.0,35.2,49.6,9.2,12.0,2.9,9.5,5.4
2025-08-17 12:22:07,Hyderabad,Telangana,17.385,78.4867,78,27.3,59.3,53.8,104.9,24.5,13.1,8.3,11.7,6.8
2025-08-17 13:22:07,Hyderabad,Telangana,17.385,78.4867,52,29.7,51.9,38.4,48.2,14.0,10.6,4.0,5.7,5.4
2025-08-17 14:22:07,Hyderabad,Telangana,17.385,78.4867,60,26.3,67.2,43.2,66.9,17.1,13.8,4.8,7.2,6.8
2025-08-17 15:22:07,Hyderabad,Telangana,17.385,78.4867,56,24.6,65.9,41.7,81.7,14.9,11.2,5.4,10.2,3.9
2025-08-17 16:22:07,Hyderabad,Telangana,17.385,78.4867,60,18.8,71.9,49.5,79.2,18.1,13.0,7.1,10.5,4.3
2025-08-17 17:22:07,Hyderabad,Telangana,17.385,78.4867,32,17.9,75.5,33.4,53.0,14.4,9.0,3.1,4.7,2.5
2025-08-17 18:22:07,Hyderabad,Telangana,17.385,78.4867,54,19.3,75.1,53.2,52.0,20.3,13.6,6.9,8.1,4.9
2025-08-17 19:22:07,Hyderabad,Telangana,17.385,78.4867,50,15.3,83.9,33.6,64.6,13.8,9.1,6.7,10.2,6.8
2025-08-17 20:22:07,Hyderabad,Telangana,17.385,78.4867,39,17.5,86.7,25.0,57.2,7.3,9.3,2.8,6.2,4.9
2025-08-17 21:22:07,Hyderabad,Telangana,17.385,78.4867,36,13.7,74.0,28.2,28.4,7.1,4.7,3.3,2.9,4.1
2025-08-17 22:22:07,Hyderabad,Telangana,17.385,78.4867,40,14.7,72.0,36.5,51.9,7.4,10.0,4.1,6.2,2.3
2025-08-17 23:22:07,Hyderabad,Telangana,17.385,78.4867,51,15.6,70.7,40.1,55.7,13.5,10.9,5.5,9.9,5.0
2025-08-18 00:22:07,Hyderabad,Telangana,17.385,78.4867,23,18.8,74.6,12.9,40.8,7.2,5.2,1.6,5.9,1.6
2025-08-18 01:22:07,Hyderabad,Telangana,17.385,78.4867,63,21.0,68.0,44.9,77.0,19.9,13.2,7.5,8.0,6.8
2025-08-18 02:22:07,Hyderabad,Telangana,17.385,78.4867,54,26.7,53.8,45.1,71.9,13.6,7.8,4.3,10.7,6.0
2025-08-18 03:22:07,Hyderabad,Telangana,17.385,78.4867,60,29.6,57.0,50.3,73.1,21.1,12.3,4.3,7.2,6.1
2025-08-18 04:22:07,Hyderabad,Telangana,17.385,78.4867,59,32.6,47.9,45.4,59.8,14.4,12.3,5.8,10.7,7.5
2025-08-18 05:22:07,Hyderabad,Telangana,17.385,78.4867,51,31.9,38.9,43.7,49.4,16.6,10.5,5.4,8.9,4.4
2025-08-18 06:22:07,Hyderabad,Telangana,17.385,78.4867,54,33.5,41.4,38.8,74.2,12.1,9.6,6.4,7.0,5.1
2025-08-18 07:22:07,Hyderabad,Telangana,17.385,78.4867,68,32.1,40.1,46.6,72.3,18.7,11.4,6.5,10.1,4.8
2025-08-18 08:22:07,Hyderabad,Telangana,17.385,78.4867,75,32.5,30.5,53.0,104.9,24.8,12.6,6.1,10.4,6.6
2025-08-18 09:22:07,Hyderabad,Telangana,17.385,78.4867,72,34.7,45.0,49.8,100.1,19.1,16.7,7.0,12.0,5.3
2025-08-18 10:22:07,Hyderabad,Telangana,17.385,78.4867,77,34.5,44.1,53.6,86.5,22.1,16.5,8.5,10.7,5.9
